id,score,review,date_added,medico_id,usuario_id
239,3,YWgpQuUwgdSOGqiqepiPBR AlwMG QYFAWblsgpHSSxvxmdLSaFmYJkIyHFyBLLUfjexjerFQWGlMRdlRWlTIQHMCIePHUqdoEce,2023-09-26 13:32:06.177997,30,67
240,1,FtiRMTixBgCTaJVVvISwkHdHCxlNovUBWSpXTyMbTqNWtsGuesDXDjinFnWOUtBiYbIBaxeWUHiqrIBYngQDQCr wxxc DLEYjIr,2023-09-26 13:32:06.207907,31,84
241,2,MsgNIaTYXhytIw SYdiwCfwhWnNwBcCyuBSEayUfBaVwwONXpBVAwKblkexQGUHJWjKjUeJsnHXuaYFzEJbvyjidYHAfueyVetdp,2023-09-26 13:32:06.227513,31,4
242,4,MMEpRgGBLRzrmgBppDqtOdFDnLWrqvbOtdGbhyIIWMfCsqXnxnAykGCMsxfPmUoEi xJxjqCDWLys kFzfaNpqnjujTMNGGIADVC,2023-09-26 13:32:06.255575,23,243
243,2,VVgKqbnLrNFlkzDafANcjtck ylbnPsMImpUAGNNDRWSxEkIuBKdwwqnY skSouSWQibPYInGCoowJqgqh wDiZrEFjtxZIhNPuO,2023-09-26 13:32:06.276578,22,22
244,5,TtddVqeVAXtkBfsflMMKbhwGEAkZG XIKWxWdfjZJOrqmyqwiNqwSWhvKRHseRsMnywxNERsaBMarkB KA sdEjoKbh goVUDQyw,2023-09-26 13:32:06.297966,46,124
245,4,wvzQgHislOUmMqSnfNlajMGbRDAMfpoZNgKqLlBbmZNjj lN eigzRtuEWWxISMAmlAEnghsuMMLwJP AaFOiAxuvDMLctiynFNt,2023-09-26 13:32:06.317967,33,46
246,5,WPtINUYCMATtnWYrrHNBtvETaVYXeyNQeEOuLWymIUaTJeJKRPhrJglQPuHisLUORuibRNOcjIGzBtImpWLAqBFCBlggfeIwnnni,2023-09-26 13:32:06.341520,49,51
247,4,CQuPXGbrCzIsUD zLxNAmIqSpynWwpsOdqRjlVhlECqMLghBWZEOIYHoWBA wsBFUHFbytPjPKYjKDecPhaEsvMbCQonRlASNXYx,2023-09-26 13:32:06.361994,37,165
248,5,XJeOABRDFbJJMwAqXvQlaFdbEWxSBrFOCYymdGgLnIejFRURiNGZtXxwllAeDqGHXkdysOIxLAdcCjESaSkdcvTAFHlNWJepPOtl,2023-09-26 13:32:06.373309,4,40
249,5,SwPlvRoqXpZFQLk gOQnzGuvvXNv ynl cyKGJZriDNORNAISyIRY nRtBsRPDCWDrVcUXnBFjAErhqvYJgVCgrQLhnGeMpPXcVW,2023-09-26 13:32:06.393310,18,214
250,2,FPC aBPOWgbmHSqmbUudJjXCw Igvz kvSFyHLQIKOOkFFYnzfHqanHbzkPmlMASLyvCNOJGqVZZQzjrxloyJAJTCdTmuHqNnqkx,2023-09-26 13:32:06.414045,50,149
251,2,GxrwYHWXtTNaOBh iMkcgMGLYVJBeLWpbehyzjqATGnJtrjoeIZIvWHEYHaWWPxfG SljvxjYzJjhhJRnrKbkVjcgIIGffd xpYa,2023-09-26 13:32:06.438403,35,163
252,1,jXPoPzZyPBEvugaotnDrnoWA HEoSvGZO KpuqHfPUkfdBsM JyLolstkVsEqNCQlYqkDTIs zxMiJCwIdqyLlyxnLZNm yxLyAe,2023-09-26 13:32:06.456402,15,194
253,5,YOXFoaAzRjhxgfSEQjVTGTzlDnApyagoYBtfhbWOdN rJLmzsgvymKKalT NsjAdbAxotebMMEdOuZKvyrZzvzftZLSJuUWuxAXu,2023-09-26 13:32:06.483449,2,120
254,5,bxu VEJZtWMJFFgGceOlVtPfvbZLOCOOSNuLHrFanlhRBUsMGDFsDbJMdATOeBvWXmEGFZouhqhiKUybvgCrDIffgaVGtvBfR Zc,2023-09-26 13:32:06.505450,18,115
255,2,KUeIsjMMFNYmPoiLDaemWcbscogVF pGPESfenUhOGhcWkRxiXbCHbbwMhIfrKOiAsBjTpNxrZNVYqMCOcojHsOyINwy bWrxAFT,2023-09-26 13:32:06.529446,6,74
256,5,vpiCWhRfmHknEpmQPvExONoxGjudjLDmGLKAEKFEI ZJeMkCofWfzrwmgsyhAg RmZYunyZpWYCBqsjUKVHYxXqELemglBzFyFWe,2023-09-26 13:32:06.553447,34,46
257,3,KMdrFNImSjyfYNTPGsHEzgFARdVrHBODErYcsaPRXXqANjeQbesdZsJArVuHUNqQpLGZLHrUXGCCpKISNnSSsDPHWpmdMoUbQTRb,2023-09-26 13:32:06.571833,26,131
258,5,qLMRJZAcTsiepdmFcGmvkR QNIkdZPCrVtFNKYtxAtIBFlRTztRaNDUrPfWIjiGXAniNnyemwyvVRAJffvoccEnzYVqHVunwI rS,2023-09-26 13:32:06.599148,7,117
259,1,PBk idJJwXiByHFXkSyuXVhwafLNGMYaAeefz whamM ycPGfnNpWJnyBzMokLZiCPpkdEAhstdKyEFxEcMdxGkmXxhtmVscPqgc,2023-09-26 13:32:06.620534,50,184
260,1,ft YXhoEzvsaiRFvYZTfBapHAIrMAZXmVZkEFweTlmELzYjVyYHyaarevLSoqeEyReSGqnSyDDfljBSrUphGGKszMq MXkFRJkxQ,2023-09-26 13:32:06.634927,42,175
261,3,MjCJdjqWgkvegyxzvklxOq fAmYKouNUdCSQdRcwq BwwlxCtIvZSYbTwylRsveJTqiVtzHqIkUxIanEhGwtzivHns hXaOtRoCI,2023-09-26 13:32:06.662204,46,179
262,2,VIYEPNyDEnyZvakeBpqImPKY MtNyAoO XFWJftABwbdTPkFVgIHUeEMcgsPEhDtSitn RtFrEYTNZntJ XjOwLPbwdSKKvDpYxy,2023-09-26 13:32:06.683203,31,100
263,4,qxpNWHgZGKhXyPLUpmbUY Xxlsm NHu QbUpELjMocEuQXiCUOLFcOYutevsinYKnpdBvUJiEKSXCOgJmTuwNMFQbsnAZTWwHdXZ,2023-09-26 13:32:06.702201,48,79
264,1,GCLWrEbaCIVNWdcDamXfzWbIErtFahdDrDibWuOUporHdasieFTlTSgpDSCMLiZKMauuNFvhJkERXq vZmSZl kfLGjXrTzqMqCu,2023-09-26 13:32:06.723965,27,65
265,1,wTLfeailVTOKdQgeFisDebl TSCRNFZqgiwLFgjwRgMVJoBbLRXkJqttzNyWgndJJnatrhBmWiEaigCAbCyis WgdUpMxSskhrYy,2023-09-26 13:32:06.742966,40,210
266,2,KTmykybdAsoOABrOMWqqgILefVnKLbHPdFfSBIDcTnCQYCXWSKhCPSiuxMMnPsJiIriDsDuJhmXzurIKxKRsZKYLEGEBsKCIjACD,2023-09-26 13:32:06.761961,3,237
267,2,PbqYQqdMJFCLshPXWLHAEZtVvEVhbzebuYQQbgAstur PTrBsuZFsoRPrUyjhKHBRqJpwxCaLSppwJnqhLE XbliJsyYwiBBlDzW,2023-09-26 13:32:06.781971,28,60
268,5,EXFBZRrxtfAdwXdTgOOCkddNFgVkSmYxwrJjmSdOEdLpcXbGQOqYYoBWVdYarCYHQnprAxunQQfLRhVLUxSbFmoZGMQcdMymuxYd,2023-09-26 13:32:06.802971,6,85
269,4,UWJcFLWvtgDYgUpaJdiTCOXyAbmOFAhSFmImCTnQZeZUyneMagXGjeCQfkCxuryLGWFEtohLAJxBWYeTxCifPdcepHeuzcQZMJWz,2023-09-26 13:32:06.824069,9,245
270,1,gXFpfyaKFlVtXkEAhlQotjrMeiWeRCYZJwFIdEbbLnhSflNaMwgGYibwZNdkimfBepJXJLLZzIKnaRXcgH LvjdaSYyHQWroVgXk,2023-09-26 13:32:06.842067,15,132
271,4,lvNSouDsKZdtUxkDYI xZsyYKD NKaEqRodbQXM PTmesbaIbYQRTzCauZEamgyeenPgCICGUmnByzhpwuqLpi MHUBoVTFUuCwR,2023-09-26 13:32:06.862698,19,22
272,4,zpkdsSuhjrVqZRnEMKMLXENUXdbpxbtjcSHaAeIliELIYTqEcFCWOVfKVTSbyEXLriuqpIWYTpAXcawmlYlKDR gKYwohqVAJTHB,2023-09-26 13:32:06.884046,26,95
273,5,ainpRHMGQHxVVhouBWyNszaiaNZCUGvBbmRMCGkrmDZBzkuBT uujdSdFPZehyPlgkqGtK LXugxZjTaKHmIIWkccQkimZDCRmKY,2023-09-26 13:32:06.902044,32,196
274,4,mgFhMuuPMAHWPkMWFQUNLDIlrdXDeZppTBpUfdQgjFvHHktCxhQ DqLKAKdPWKChjymibqxdDjsjvYKaAsegrFfyeXeMnMIvULj ,2023-09-26 13:32:06.920105,3,118
275,2, VmbifmzfkzQgRODaquJaydmDbDkuZIMRGXAVmirKClpCwjffqpnKSLkJfgqCfuBIGOiaT FXRLDClg LAJLrgFjRlijnwnoeFwM,2023-09-26 13:32:06.944103,39,238
276,3, xDFjgiTednpzCZAsSKw ZmKyOPJWuWeVqnhiPUs oakUfVnBoqFQxhXRTaHEPQYhZQLgqjdJXMdyjuGQh npiUHJqeCJjBOkWVb,2023-09-26 13:32:06.961540,43,7
277,2,ehWQwCiNDtLxJHIkLDdnJejlImDjXNgGdSPbryNQfwXYruMZZaLwRGVsE vDLQgOV CmGJxBhCwkNxWJbkLQdFRovYumbjwvi Vp,2023-09-26 13:32:06.980066,17,168
278,2,hhlYmwyRSDzfroxBOVWbEolZspSXDflvflhcJwTanm FTzKASZPisxzOSOEhWZJjVtNReP WOqccjlGbzQKBSNMHqGxla JRpiQL,2023-09-26 13:32:07.000546,24,168
279,4,yv pfJbAvoUeFiYNaFwvYtxYMPPdVIG Lb KweqmSidfSImNAhVffkXUucFHPmdMdTyXYqtHdvFgTNJyRw qWwpsftZRBdcneVVu,2023-09-26 13:32:07.023144,25,42
280,5,OgrSplNWiUCgbSKbcIyVmsPQlhSpWDffKOSKrzCAMMRRvMNVDWVIFLKLPyLiyY BDntROdoX AtGxGmqOhLQMZRiPZzwwZimmG R,2023-09-26 13:32:07.045680,44,72
281,3,qPkZahNBonMAyJCLtUVFLITSCCQjxZrPiMYiAugrrTakEJz v GLWhFwOVSaKwvBqHceTPQwmMczkJwMzKBFeUmTKCeRiupWxQqX,2023-09-26 13:32:07.074791,32,108
282,1,eObjFmBbvXyYlgPitmtEgpmXCcAQJJPeFxsbEveBhssIThuRCUAxaZiyBEbjdbYSOYujBhLYLQxvHduBiFqzeOQKujrJWYumifLk,2023-09-26 13:32:07.114402,15,153
283,5,CVXemdpLvIpuzNvZasFvmRiE MPgKSWLKeiDheBOpSgwlbHijiQViwjgbbPKUOgJWTGEgINvTspu MIQSZsWwCxEvFOoQFHSzM Q,2023-09-26 13:32:07.139404,40,93
284,2,OWGbBFlxEHwbwyIqtseOw pRqnbZslvrItxAXjkoDODXFhiREZXuWRzCwNwIkhGZ EckucCzZrEDsaeiHJdhRMNlfPypoaTIAZ N,2023-09-26 13:32:07.169188,43,235
285,1,yjRJSDPRLXwshidsVuq cWaQPEwqxgfFLgWPFxZOQLuecoqDpGFNjLSIBNBEAxPRXsQfgiUTesuDbhmBolSZhOXfgrqnddzVesiI,2023-09-26 13:32:07.193181,3,53
286,3,NWxPFtNUTwSxVnpWuyQyjucKgFbiQxkVTgpOvoDqyCmlergFPfurxqaDjGOYKOzXBlLmMYzuyUerVhtDWBciqGWRr FjrOrlwVWA,2023-09-26 13:32:07.220182,41,104
287,1,JB ilEtUDfXXZTENPvegjwgApuHRPvftoICdSuuzI HJCXHceWupKN yaVHJfaolzUseHfuYVPrHmHmCUkuOCDCgloGWtvbllFFi,2023-09-26 13:32:07.252193,36,159
288,5, nWdkrCNaueTtWyOGFApywEDWTBxBjjXZbIiNyqhJDDieJxzKGIItlqAXMHmwsGEtVJFunrqopamwoXEIvRqSoRSiZXPJnnVuVEl,2023-09-26 13:32:07.277181,15,242
289,1,CJLfDMNupqZtbZvCHNikBZIqqeyMSZINfYTKhHy pOvcNRADwxdnFhdaagJaRcTEgOLQnexKwETNTrzwChKYmEkUvDXElYmbuq w,2023-09-26 13:32:07.303895,31,27
290,4,UveQfyXABwmsglMooFcwEQCCKswoHvSaNMqNdvWERIvNoXemGTKKDOnkkhzKyBqoDDplRXDlDJXdkSDZeAWqzxPQcjmrHjNCVgbz,2023-09-26 13:32:07.316914,47,246
291,5,NBANQaEtbDJuhtWhIpOodswpMHIzDddKYztxbu cjzRzJLswnoTRbHfxiokydvHZhRLZIdhDrwhHAwXBKCXJsPSFXuJSvSyFNCjs,2023-09-26 13:32:07.359002,21,180
292,1,wKoZJGMdTjwcNJKvufHBvNikQHVwWiYflGMGcwZCsw VoKGrVYZMfivgcGvnTBlFUVQylhHoHqfKN BiKRKOXmYmaJmQBUZXvDWa,2023-09-26 13:32:07.382458,47,220
293,2,QaQdlsDMrrodeFCJqekJIxUZtVPwgdAoiauVexsISnkwIumLPllaRezcpvdFpWllpOFVXhPNpLEGvWQDGOPUlNMcppDTehKJpWXY,2023-09-26 13:32:07.420468,47,133
294,2,uzcuZAeZImgGoexKzfvWSdRnNEyNhyLpRZCLCXFuGeTOEaJzKgArmxLQJlFguccOvOYNJJmGPvfdTLlZCplfcCLXtNQkzPXLGNPV,2023-09-26 13:32:07.455443,44,227
295,3,BOXpHrynIGmVesyadFb WpRvvpdObyvRxngRDTbqjBEDiucTapPHbQRXeXrNRzsyKs bVTOjsBnyhGMaAsMKVkzJXTnNBftrGfVU,2023-09-26 13:32:07.526124,20,111
296,4,QJWSSOsFppmzNMOpbUPRYonQegx xXQPHtIhsnPGvxqzIrzpwXxbbyFimTqKwIfDpYiGSmGAoCufJPwzEwSRkAyWbwxGPWByRpDQ,2023-09-26 13:32:07.555127,38,91
297,4,EK DiakGMxilrvwWmwBlSBSNkWZuREbuamaXjInEoKPfsyfVgGLTGkuziayIcsU jSqhUVofKNkjN ftwRUUjKudwTMhTFhNUjXW,2023-09-26 13:32:07.580162,21,80
298,1,QjvOSfMilXwEmYDtcAgkqdeXOIONIvqSwiwz gj dwqaDrkzeFeKJrppAYiQvwRDlGXnrRszk yfDrXUuJoUcEsTTvvxuYNKCyer,2023-09-26 13:32:07.610165,26,76
299,4,dAlZf bNQmWfjbtxpYoviNTmfQuomhYhfwzzhwrpekaVqMbVTJqNpDYLysiMSbgggLHeNItQFiPlHrXDDUlKGCfwqCthGLskrvvE,2023-09-26 13:32:07.635168,32,206
300,3,bhqMhwSWENeSzmmaYSnHSfsKDKbTPgyo zEjsnJmnbGJOHTxQXtZpXSzuSIYcrfqlGrADMygoomymnWdwKxegOnGqXhwtqq VBuI,2023-09-26 13:32:07.669167,18,30
301,5,uvycyiHpIYldEOuNLFkHEMRYYBVMlcPPIonIfnCTguNR lvpycEgkcOnRoDqbOjrtcXmneHQqoFDomUSIhmdtwdmvdugXfrSDbSZ,2023-09-26 13:32:07.695164,35,146
302,3,rrJMRHARjEHeYgzrwmJV eobAuQCydajpMwpaiDqIQedoZjVEZGUGiSoulvcANkFFQw UHYaDwNjnnMklUbwFgbBLpKnhrOkTYYN,2023-09-26 13:32:07.722165,34,96
303,2,gnIFOgjLNOMFpWTJPaSQXTrnLdlkSskcWCQEbNWvSxFXRoInYEOpk AyR phZyIrPonzZCNVGSZEmyGJGgMWJznzUkOwINQIhNvr,2023-09-26 13:32:07.745161,9,139
304,1,GWQ DePKLcAeVOC wsNyfQVQVaBsfBAidZmLYDq ADPnYog kbdnkBQVQBIRfQPhxnKinT jgXWRlYecdxabEeUWBfNHGgElhGMt,2023-09-26 13:32:07.772164,24,201
305,1,DDjtBmUdxUDbhYDl QROzpLYGnsVRfkrJDMmMSbOcXVJeoAINYJwIJTODdOaVXlmLCkyVEEBzamG QpjkzDeSkaHBBZdViLNQJDW,2023-09-26 13:32:07.797166,19,5
306,1,PZxP VEItWOYGkwKLDoJSIXdhyhHswBHUKKusyIFHuWXBdshdbKfUEELiOEqVnuqmQblczinGcYJefLqgubWnFaciQHLx ZolZMs,2023-09-26 13:32:07.820162,39,161
307,5,zboAFtEIOGKhsmQ HqbuZCwXKbwCdFTZCSsZb snnd DsDnvhQUCaV HlnOLrgzdANbeuaciioyyLlZ tJTatkdLwGzPyrCZmmRS,2023-09-26 13:32:07.841161,34,143
308,3,WUtWhFlkbaAqanxcBHMJuQqfxdZwHUxVKihCUXzjBHthIWgo vdNKzmyfXbJdRYsnbdEZdqoiFaFdTQhXgHibBQSNXDApCipSYjm,2023-09-26 13:32:07.861161,21,36
309,3,IlUAuYsMOHkjTsClGAZSCkXWmAiNMl pzetqSBnlBvjQOOV NAgcAMJecWsGZxqMkVIDXaYHYDFZGjoITCdsw ctJsBzKAeSQOGD,2023-09-26 13:32:07.885164,38,247
310,2,JFdYPIBENtvCpaUGpiMpVYEARKkiSlgeWyvxRoedcMhjdfxmcRBSrCFazzRCNkVbiWLHidHPFzzKENqrRfhqngezrOUVzbqHBsm ,2023-09-26 13:32:07.901163,23,84
311,1,sfNRgVlOkCaarxGzLIRhOTCjSmclAZhANrHMvcJTcBjMdpgFN euXlIhLHDlHBqGrvYnXfxCCfwbUsGPsDICzLrhbvEshcFLHVmg,2023-09-26 13:32:07.925165,39,166
312,3,ebqJUsJOIOhHnzkOCnpThVnglsuhUMYtIfVUOpUNCfMbuRLYYdZQDPDksRwMXtYYij mrKUKoyxBFixRiwvTMmZEXuCuHMMzcaPA,2023-09-26 13:32:07.951162,34,24
313,3,CmeJRtotZaBhHdSoWZlhrdJDEi RuYakCDxRVsCwLsOCIZOhmToVDJwIORDQEyDRPwERiPQuzQIIClkbvxdoSiVIdPBmwXvwtWvk,2023-09-26 13:32:07.971159,31,209
314,3,kOYNGejAJVPaKdgGSdGIEUftewLmlaHORKgdxKwTUzPfoXDtmBAeJH rNkc jyABPoJuohNgAZwc jFAjVhyVLUBmbJSXIgBIUZA,2023-09-26 13:32:07.982518,31,43
315,1,VSoQjIUxIpVJaNHFfHnsGSDJmauYQxHjqFuOcLllvRlZLQfQEokaAGOGQYhestXtXImZlwMOOghDxesyTkvsjpjKbcEVlBuuSUYm,2023-09-26 13:32:08.011885,42,184
316,3,tjyFJIbLXpBRjjXv aLkaFXbStGXkKVxIyasUulJBgXrwAaeLgtMcPsmBxBMoParYNAEwBtTMHpqExcNqDAeWBPeZwKwfKnOqVXL,2023-09-26 13:32:08.032447,37,145
317,4,TbrovBw UJyUkysjkAdTwxaYBQedhBJSEUkelIkUcJsxc QifuDXnMOLPoJaGCKDjJOggbXj Z erVsULuBfQJAIaYrAmQJXCVNg,2023-09-26 13:32:08.049115,13,130
318,5,vWrDQGtJWkFmnbBmKJkYmtCtZyTd bfXZvcaVTCHikTMoZkxpzSLokSwSVQAnPOaAPTGkwQzfWeyVFncKjrhYGpOcxhvZGtRBuuQ,2023-09-26 13:32:08.053933,35,241
319,2,FGcjdqeqtbVQjULFhQhuWFUpKPFnTKIIcyGvvaOFrJgYIqZktybtDUxVkjZptbUMEkFjotLrONvXUJZDBhoYfQraPFBlBCSMMRGX,2023-09-26 13:32:08.081887,16,179
320,5,wOOYnURRgRqIgDmHRxhzlDVckrXDwFJyLYOYxDrYarpDSqCJrwbsBevwQZZOqUdVGhqmlyBURPkCyVcjwQmcJahtumIPVaUxMMhv,2023-09-26 13:32:08.107368,20,17
321,3,KOFMXEHyUZtFdpOHbSryKsjUAeLQKCvzunnZvbC jOFYPfAcHowYjeibqPpgGELNcqpdNwAhAQF SyBgWjKseCsfYMvVWkGElrNH,2023-09-26 13:32:08.125018,37,100
322,3,lDZcxpUqemjqjPtoFyyJDkYhVSutkuxpXwcloWJhDnIlxXKHwPOlpvdfnlaePyDXuFazUIEzlPmiavTiZnsihKaUwoWnJyrWfATo,2023-09-26 13:32:08.142821,29,99
323,2,agcyQqmXhcCHjDbMRPSIAGvSosgzoB sOWlGkRBKLVaUIdglOWPUYOIMucBhMZurPQfxsrHsOC wzLGfUoOnpiaRywvscEltLHtM,2023-09-26 13:32:08.160892,18,132
324,1,pHsEWXRVcUhsrsDcmcsADVHFq d lNUIljtytuEbosRdeVIaJEezVACjEuCvgsfrqkNhUQ fcITCPpkCBtAygPynxhTMGweOzndC,2023-09-26 13:32:08.178824,40,34
325,5,DOkmuDOhHJAmHM siDjGzPzPScFEYjrNCyHmi gETLmmrQxdxoRNXmVhfJGKPLWRgpfHkAXSaIq mqDviIHSSMgBpYAKmzqYteYH,2023-09-26 13:32:08.198953,46,27
326,2,GYjaMwolXTBlXykOxYyBhhYWDwlHRioJzXwwPTNsTDlTGRGZlLcTTFIpSLDgQPuufAxbXVomiMLsDXnAlVnRkyOSPLngQUSuylNK,2023-09-26 13:32:08.218141,41,47
327,3,rwgYYXMUHsllyUsXExTUGFOGMdXoKUsSPdYaUeCYwFHktSZCZDwZCFTBjcrKylZdGyVVBcVxYH RZreqHuBtZkoaVHOMeYPrvMOy,2023-09-26 13:32:08.240016,35,213
328,2,TGoYKjwvbeE gYfNhhwTpNMCXQAPMVPIUeAaTYxnnfXiPEICcgwRgHsvEUuombwvDHsPONjGConpOvbQsHSLNbljwEeEtZMLOzrR,2023-09-26 13:32:08.261014,10,162
329,2,OwytzaMazSmmLfnegMpvLareSjajPLk XdNbdWaJSmDehTgzJBRbAmqRFuRAaT JEPlAyyeqkRcaunXwxgMUpppLnywpLWq UCyR,2023-09-26 13:32:08.286025,40,128
330,5,ZzCRXgo uBDlQaspCDxVqHPNyPEViZxrXNrenrZKQpSrRIlruvfbHkxxiJPqGbltSbMLkYearQSpUaNfYGmjlDuxXJDHWiY gsdK,2023-09-26 13:32:08.314014,41,135
331,3,iqWJNrHvPUoefRPMgXIAgL uWszMsGMf puRnkdtdXRKizvmi iuHBkTgFeqitAalXfwIEVSpuciAyzSABbbMLWwnkUlTHcogmHP,2023-09-26 13:32:08.343010,35,174
332,4,gRMmjHhshTsnA AwPleTK  TXk ZFvjRrUQWjcgZYdSeTpSGnGDVmKAFowrP OPFGxEnFepegLCKkfmOeOHneMwRltSivehYljZB,2023-09-26 13:32:08.366018,12,27
333,5,pODTvnFwWSEYIwuHEtEREcIXiPsIKXyZrKcjjnwvcYsILtvjzVzZbFchtRLjtBYezQOnbABluceWcnVEERSyfGvEqGcEdPrOoFNv,2023-09-26 13:32:08.390015,44,215
334,2,TpPoMsJGzJVjtcIyIQxEqIPeZyagUyJBoZfnWhKqUuYxRQFWmBUkvcLGhSh PxmHQRbAxsclJPHTQbzLmLIbvqrqlqTKXHKunYNF,2023-09-26 13:32:08.412011,21,36
335,2,VAVFBqdTXAyPHeIIwrawDAmhzvuPuOgfWMdcWdNoMRRCWOYUlxaGbizsAsOuiTalExuAoMwhlKcAGUXdLIOVqHKOObnqdWFseHiL,2023-09-26 13:32:08.432014,40,200
336,1,zJDn CxRokVJlQkkCAHGJKxnomOLSQreAxmRvqjDydtAIQcXwpiENsixcuEVoLBfTevnYZHBwiVgNcbXQTedXBJVIilpRhBfbddE,2023-09-26 13:32:08.453011,25,15
337,5,pxJjrVtjksYXpJJloGNWk nISMOBaufvGWvHUuVVUGBaxACJeMyIgIWEUorpeqIMPKahlqkgvwsekgwCvcxaxpCmWRbbeKASzjQa,2023-09-26 13:32:08.482029,28,84
338,1,jsRiUhgQfQPJVkNmjzCPJgTlTQIqyHJwjEEAniUddtXqFGDZfpGVzHNEEyzDeUQiuazvuUwtlDLuZfAKCHzYsMYOuCGKBYunnHNB,2023-09-26 13:32:08.497918,9,192
339,5,bVmkkHGbVZZSKHxVrkyD BxQMdvPJYELeMLzRbwkuOVILcMuOMEAiUZfWwricJNDhagxOphSYgXbKyxRNVvkeegrXZtNQVXjWDFs,2023-09-26 13:32:08.527207,46,76
340,2,EDnKrXxWqHnkKcSiPPfDBBXQdavNNyeypOuYDzLUMBSjfSmvwRGUIRdgKtxCZjdXIBGfHrmCimDZQNeZCqcODWatffCjtokjqOrm,2023-09-26 13:32:08.557206,10,107
341,2,ZcnhYhrTVGqIQtdYvgFlwDLFsd MgGdQASvokxfMsMlBJsZgnUKHQzMHVqZLazoBonJcCTfkEgVEyIfEjpzYDAWgtBHBJfQwFGAX,2023-09-26 13:32:08.577204,1,223
342,2,LxUHDgAFTlGIzfULpAEusqeEuDXktogEOuHRCAmJgDBPlAtg hVqZIzRpUmF giwrREXjGvbxTtAskJovbLKjTggisJmBxvvVTzg,2023-09-26 13:32:08.605206,28,13
343,2,wEDteekelKeEsmYLRJfPhDBwJDlTLmJRBEnvOJctKarGjZhshukBabcAHNLae tAuQMfHebZJwLmhEWrBXgLKzEhGkqAiUJqqviT,2023-09-26 13:32:08.624202,1,7
344,1,yUuLOisAFOfimAZgDPZPgUjnVbvvYlAAQZapCJKMDldRrxjdWCEIchSHCAIqOAzAcEYKIhXNq  PyTPMOWInfVdxkpqlCqoQYGkQ,2023-09-26 13:32:08.651207,46,61
345,4,CTIFmRbWWHIFPXfxaMVGNlsNAwGBNcvcyhyxDEpUCKQHhebgPqJppti BoOXIK dAEdnTGgGhNqikZcEXpQFUfgfZwxcragbcWEn,2023-09-26 13:32:08.675206,8,205
346,3,vpmToqdMtJVMoacmcdXCYNYtWPTfdYayJekrDgsURzDkULROBnbpGHkakpfnUFlSRLYModokmoFVnCqZIJtCkKVhodaluDDrVOJs,2023-09-26 13:32:08.702210,31,46
347,1,eWrWKGLaGBPSrqZJFvyDpToOaQvidCxpaejjwqBjMTfSZJxXqpnbRZCxSZvogFFfEmXdpTXTkiHYOWIikSjSCedfWDWhRHPjitsI,2023-09-26 13:32:08.725209,32,41
348,1,JjYwIwDyjQyOqzJkgvvPVnuyHLsZd ThzhtVjIzusAPtDTYQuehjsWUUCrLRWLvtrdjgNNXwIusLXTcONfjauYhKFAeoLQQewTcK,2023-09-26 13:32:08.754215,37,32
349,2,BZeAgQksVNsaSPIoGCOqOHNAfcfIVWyfJqwLzWRZmyqiwWQudDPaaQQaq obiJanQvKxnIOnNlumidBnPKUgvkxeqrRI lqmtySy,2023-09-26 13:32:08.779207,39,37
350,2,FsyJONWoEixLVTklOxYrQzxBagdKesteGYfrGQYtXSbe dCeMPknMGtollhFreNsONZosLCwHPrLlQKyvkgqMhjENw qILPOCZSp,2023-09-26 13:32:08.803205,32,162
351,1, EVgekNytMG hGdKoLvCkQmzulzaCdbmplOyobFHlDCflgxuZYwSuxKsmAHgUkKDKcvyIyEjyOMfBGamPocYeTfaSSaANtArxzCL,2023-09-26 13:32:08.825203,29,132
352,4,VYhhVonedmkVzWTHkOZuWqMWxLx uAYmCBSYLZzXENETGZZPNMxfJFMVVEEjkXZbpKLxWQfOXDlihVJFQwzuWmmhrhNWVofreOoP,2023-09-26 13:32:08.844205,5,182
353,4,jQDtoAwyhysrdJFaYbDMTtUEyRGoPEOIbROyyYDCdFZxnKyTcihIiDItgNShBxcCSZDvSNVBOuSXMoLlwjNVScfblWDQifGgPjJ ,2023-09-26 13:32:08.868223,26,244
354,4,XLOxuSb  ShirAPjzigeOBlexMPAj MNRsmbNAjCPnGEkAtFRalVoWUQErjkkXLjPnAwDCbRwaOYXhfbmEHDsuXrJURMJRsbOQfi,2023-09-26 13:32:08.888202,6,26
355,5,cDSYpWsOYKNEFSEhSZQijFeCEVJpndLwpMvaLHmeMQmAZq dqpTgmBAJXuZVnSKCmvDiopfNCiVgjViV MhFPfYJecLLwVcNiXdt,2023-09-26 13:32:08.912245,15,155
356,5,fCGaDMDokhgvFGmbYQzJTJTOiFoKilvKA pwsSLjOibzfaVhlMkZOkCrrrDzKMXVylxQjSzyAHjlYZNynnbjwhSBhXuiGFVOngdG,2023-09-26 13:32:08.932205,34,193
357,1,yMYhfmGsCaSXTrOu DtgETQcGnmUHIiicgjIDHkHrsqWdiiRnMqslBbwUqffrFkpczYrRBIcDjUpkwKYoKSiLxfyjDHghXDsqeVs,2023-09-26 13:32:08.951237,29,80
358,2,WmjlROhynRdZgZsGHUXrvkwjFCNzUdKILBetGxaIYeBpOPwplYviDzGxVPLQKVkCPrDXreGpCpnsCzkyjMoQEZrdzzfQHwrsJJFQ,2023-09-26 13:32:08.984222,32,122
